"NA."	"NA..1"	"NA..2"	"NA..3"	"NA..4"	"NA..5"	"Max.capacity..154230"	"Max.capacity..296250"	"NA..6"
"1"	"Test Number"	"Target Lat"	"Target Long"	"Trajectory Angle"	"Bearing Angle"	"Distance"	"Fuel Required (lbs)"	"Oxidizer Required (lbs)"	"Mission Success"
"400"	"399"	"34.72"	"137.73"	"86.4998686606"	"110.619320626"	"1166.71044646"	"11996.1168105"	"23042.5313175"	"0"
"401"	"400"	"51.57"	"46.03"	"71.7913723383"	"311.369848808"	"6069.5425539"	"62407.0365392"	"119873.465439"	"0"
"402"	"401"	"42.38"	"-83.1"	"58.4875650371"	"20.9562426733"	"10504.1449876"	"108003.618763"	"207456.863506"	"0"
"403"	"402"	"35.47"	"44.39"	"69.1221364007"	"294.897735447"	"6959.28786643"	"71555.3978427"	"137445.935362"	"0"
"404"	"403"	"34.57"	"135.48"	"87.0085965756"	"116.91195125"	"997.134474804"	"10252.5366699"	"19693.4058774"	"0"
"405"	"404"	"6.14"	"6.78"	"54.0175198441"	"293.961232239"	"11994.160052"	"123323.953654"	"236884.661027"	"0"
"406"	"405"	"30.21"	"67.02"	"73.8876960977"	"278.342907423"	"5370.76796742"	"55222.236241"	"106072.667357"	"0"
"407"	"406"	"27.89"	"78.06"	"76.3790951052"	"269.003488661"	"4540.30163161"	"46683.3813762"	"89670.9572243"	"0"
"408"	"407"	"51.72"	"39.26"	"70.5151080599"	"313.455063793"	"6494.96398004"	"66781.2196428"	"128275.538606"	"0"
"409"	"408"	"8.49"	"-13.24"	"50.2607927173"	"312.031596707"	"13246.4024276"	"136199.50976"	"261616.447944"	"0"
"410"	"409"	"-26.83"	"-65.22"	"35.050094382"	"40.186671097"	"18316.635206"	"188331.643188"	"361753.545319"	"1"
"411"	"410"	"-6.58"	"106.79"	"73.6898449582"	"205.380535219"	"5436.71834727"	"55900.3380466"	"107375.187359"	"0"
"412"	"411"	"37.92"	"139.04"	"86.5156865343"	"91.9977760633"	"1161.4378219"	"11941.9036848"	"22938.3969826"	"0"
"413"	"412"	"8.51"	"76.95"	"72.2537875381"	"248.357721378"	"5915.40415397"	"60822.1855112"	"116829.232041"	"0"
"414"	"413"	"30.33"	"-81.66"	"54.6138322803"	"24.4369287744"	"11795.3892399"	"121280.192165"	"232958.937488"	"0"
"415"	"414"	"28.36"	"79.41"	"76.8031181588"	"268.770214621"	"4398.96061374"	"45230.1130305"	"86879.4721213"	"0"
"416"	"415"	"10.32"	"123.9"	"80.4023154684"	"183.808421791"	"3199.22817719"	"32894.4641178"	"63184.7564995"	"0"
"417"	"416"	"25.18"	"75.83"	"75.3524132291"	"266.983673193"	"4882.52892363"	"50202.1623928"	"96429.9462417"	"0"
"418"	"417"	"-5.8"	"-35.22"	"42.4383621438"	"327.758640761"	"15853.8792854"	"163009.586812"	"313114.115887"	"1"
"419"	"418"	"37.46"	"126.89"	"89.394832661"	"150.426223983"	"201.722446344"	"2074.11019331"	"3984.0183153"	"0"
"420"	"419"	"37.48"	"126.77"	"89.4155157558"	"152.837376383"	"194.828081403"	"2003.22233299"	"3847.85460771"	"0"
"421"	"420"	"10.81"	"78.69"	"73.1948248306"	"249.024070931"	"5601.72505645"	"57596.9370304"	"110634.069865"	"0"
"422"	"421"	"-8.11"	"-79.03"	"42.6653889171"	"42.2788556983"	"15778.2036943"	"162231.490385"	"311619.522962"	"1"
"423"	"422"	"25.37"	"55.41"	"70.1143331008"	"279.434515653"	"6628.55563308"	"68154.8090193"	"130913.973753"	"0"
"424"	"423"	"34.38"	"47.06"	"69.5741102491"	"292.590086013"	"6808.62991698"	"70006.3328064"	"134470.44086"	"0"
"425"	"424"	"39.93"	"119.62"	"88.3916135574"	"282.539260454"	"536.128814197"	"5512.47646758"	"10588.5440804"	"0"
"426"	"425"	"36.08"	"114.35"	"86.8271408648"	"255.407910353"	"1057.61971172"	"10874.4458759"	"20887.9893065"	"0"
"427"	"426"	"19.3"	"73.05"	"73.558665482"	"262.154750291"	"5480.44483932"	"56349.9338379"	"108238.785577"	"0"
"428"	"427"	"32"	"44.34"	"68.5161754261"	"291.593272844"	"7161.27485796"	"73632.2280895"	"141435.178445"	"0"
"429"	"428"	"-23.71"	"-46.54"	"35.5140801246"	"334.681487819"	"18161.9732918"	"186741.409386"	"358698.972513"	"1"
"430"	"429"	"-5.1"	"-42.8"	"41.793314738"	"340.109046435"	"16068.8950873"	"165220.379288"	"317360.677975"	"1"
"431"	"430"	"22.82"	"108.32"	"82.6652358986"	"227.554147445"	"2444.92136713"	"25138.6814968"	"48287.1970008"	"0"
"432"	"431"	"36.89"	"30.71"	"66.2720565235"	"302.655392934"	"7909.31449216"	"81323.5716084"	"156208.96122"	"0"
"433"	"432"	"-20.45"	"-54.63"	"36.1581958159"	"1.15227035206"	"17947.2680614"	"184533.810207"	"354458.544212"	"1"
"434"	"433"	"39.78"	"-86.15"	"57.9932494875"	"24.1072331867"	"10668.9168375"	"109697.802923"	"210711.107541"	"0"
"435"	"434"	"-8.11"	"-35.02"	"41.7705444963"	"325.788150141"	"16076.4851679"	"165298.420496"	"317510.582066"	"1"
"436"	"435"	"47.85"	"35.17"	"69.1481953456"	"310.846949123"	"6950.60155148"	"71466.0851523"	"137274.380642"	"0"
"437"	"436"	"40.82"	"111.64"	"86.3434795913"	"283.817150733"	"1218.84013624"	"12532.1142808"	"24072.0926908"	"0"
"438"	"437"	"43.31"	"5.37"	"62.7810749032"	"320.618919903"	"9072.97503228"	"93288.3292819"	"179191.256888"	"0"
"439"	"438"	"28.84"	"78.76"	"76.7094182527"	"269.851634703"	"4430.19391577"	"45551.253842"	"87496.3298365"	"0"
"440"	"439"	"40.83"	"114.93"	"87.1679995392"	"285.588312536"	"944.000153607"	"9706.20957939"	"18644.0030337"	"0"
"441"	"440"	"24.28"	"109.25"	"83.2227698391"	"228.261124633"	"2259.07672029"	"23227.8268381"	"44616.7652258"	"0"
"442"	"441"	"18.09"	"-15.98"	"52.4418185757"	"320.394069365"	"12519.3938081"	"128724.407135"	"247258.02771"	"0"
"443"	"442"	"24.37"	"88.59"	"78.4751004369"	"256.048668053"	"3841.6331877"	"39499.672436"	"75872.2554572"	"0"
"444"	"443"	"37.53"	"121.4"	"88.7514271874"	"247.518791815"	"416.190937529"	"4279.27521967"	"8219.77101619"	"0"
"445"	"444"	"23"	"120.19"	"84.4193308855"	"198.089837006"	"1860.22303818"	"19126.8132786"	"36739.4050041"	"0"
"446"	"445"	"36.62"	"101.77"	"83.6460187188"	"270.245619721"	"2117.99376039"	"21777.2118443"	"41830.3767677"	"0"
"447"	"446"	"18.54"	"-72.34"	"49.978074197"	"19.8814289882"	"13340.6419343"	"137168.480369"	"263477.678203"	"0"
"448"	"447"	"47.4"	"130.37"	"86.9971136129"	"20.3364296307"	"1000.96212902"	"10291.8926106"	"19769.0020481"	"0"
"449"	"448"	"7.25"	"5.19"	"53.9052106615"	"295.960079992"	"12031.5964462"	"123708.87466"	"237624.029812"	"0"
"450"	"449"	"12.11"	"15.05"	"57.3616825585"	"292.603667125"	"10879.4391472"	"111862.393311"	"214868.923157"	"0"
"451"	"450"	"25.68"	"-100.26"	"55.8735077628"	"41.5883098504"	"11375.4974124"	"116962.864394"	"224666.073895"	"0"
"452"	"451"	"50.06"	"19.96"	"66.7541369001"	"318.7995766"	"7748.62103329"	"79671.3214643"	"153035.265407"	"0"
"453"	"452"	"-7.98"	"112.62"	"73.7940100845"	"197.4734164"	"5401.9966385"	"55543.329437"	"106689.43361"	"0"
"454"	"453"	"26.89"	"112.62"	"84.5381216867"	"226.001843346"	"1820.62610443"	"18719.6776057"	"35957.3655624"	"0"
"455"	"454"	"37.98"	"23.73"	"65.0048806162"	"307.025275218"	"8331.70646127"	"85666.6058348"	"164551.20261"	"0"
"456"	"455"	"35.7"	"114.98"	"86.9342217488"	"252.025533084"	"1021.92608373"	"10507.4439929"	"20183.0401536"	"0"
"457"	"456"	"37.77"	"-122.45"	"63.0087228542"	"48.0164907169"	"8997.09238194"	"92508.1038711"	"177692.574543"	"0"
"458"	"457"	"31.78"	"35.22"	"66.3140862108"	"295.973625128"	"7895.30459639"	"81179.5218601"	"155932.265779"	"0"
"459"	"458"	"52.37"	"4.89"	"64.9163322395"	"327.176728162"	"8361.22258682"	"85970.0906377"	"165134.14609"	"0"
"460"	"459"	"51.77"	"19.46"	"67.0140631319"	"320.461369404"	"7661.97895604"	"78780.467626"	"151324.084382"	"0"
"461"	"460"	"20.97"	"-89.62"	"52.8185642719"	"35.5176365142"	"12393.8119094"	"127433.174052"	"244777.78521"	"0"
"462"	"461"	"30.31"	"-97.75"	"56.7439315298"	"37.0852673557"	"11085.3561567"	"113979.632004"	"218935.784096"	"0"
"463"	"462"	"7.16"	"3.35"	"53.4575683222"	"297.271477798"	"12180.8105593"	"125243.09417"	"240571.008545"	"0"
"464"	"463"	"35.32"	"113.87"	"86.6074299467"	"252.223852313"	"1130.85668442"	"11627.4684292"	"22334.4195173"	"0"
"465"	"464"	"21.24"	"81.63"	"76.122276755"	"257.824876424"	"4625.90774832"	"47563.5834682"	"91361.6780293"	"0"
"466"	"465"	"36.84"	"10.22"	"62.0777528766"	"313.40795327"	"9307.41570779"	"95698.8483075"	"183821.460229"	"0"
"467"	"466"	"39.99"	"-82.99"	"57.7384362721"	"21.7823041363"	"10753.854576"	"110571.13275"	"212388.627875"	"0"
"468"	"467"	"28.63"	"-106.08"	"57.6906071956"	"44.0384136318"	"10769.7976015"	"110735.058938"	"212703.502629"	"0"
"469"	"468"	"49.83"	"24"	"67.4111324752"	"316.961775886"	"7529.62250828"	"77419.5786302"	"148710.044539"	"0"
"470"	"469"	"6.36"	"2.44"	"53.0561864011"	"297.371572346"	"12314.604533"	"126618.763808"	"243213.439526"	"0"
"471"	"470"	"0.56"	"101.43"	"75.1705561826"	"216.035681829"	"4943.14793915"	"50825.4471103"	"97627.1717981"	"0"
"472"	"471"	"-15.79"	"34.99"	"56.4894715103"	"258.076601018"	"11170.1761632"	"114851.75131"	"220610.979224"	"0"
"473"	"472"	"-34.92"	"-57.96"	"31.6501528349"	"36.9319023052"	"19449.949055"	"199984.376184"	"384136.493837"	"1"
"474"	"473"	"-20.17"	"28.58"	"53.9863696013"	"258.240282414"	"12004.5434662"	"123430.71592"	"237089.733458"	"0"
"475"	"474"	"35.79"	"-5.81"	"59.0276317098"	"322.583831421"	"10324.1227634"	"106152.630253"	"203901.424577"	"0"
"476"	"475"	"38.74"	"35.48"	"67.6596551706"	"302.056056542"	"7446.78160981"	"76567.808512"	"147073.936794"	"0"
"477"	"476"	"53.48"	"49.51"	"72.663400046"	"312.789389409"	"5778.86665134"	"59418.3069091"	"114132.616364"	"0"
"478"	"477"	"23.03"	"113.12"	"83.5657457207"	"217.572558671"	"2144.75142643"	"22052.3341666"	"42358.840672"	"0"
"479"	"478"	"29.88"	"121.55"	"86.7321780939"	"201.981749792"	"1089.2739687"	"11199.9149462"	"21513.1608818"	"0"
"480"	"479"	"39.52"	"116.68"	"87.6505247507"	"276.750071306"	"783.158416446"	"8052.4348379"	"15467.3787248"	"0"
"481"	"480"	"3.15"	"101.77"	"75.9883990156"	"217.352462151"	"4670.53366146"	"48022.4271072"	"92243.0398139"	"0"
"482"	"481"	"41.28"	"123.18"	"89.0050884779"	"319.405900563"	"331.637174045"	"3409.89342353"	"6549.83418738"	"0"
"483"	"482"	"56.97"	"24.13"	"68.7437325607"	"323.457259851"	"7085.42247975"	"72852.3139368"	"139937.093975"	"0"
"484"	"483"	"35.22"	"111.75"	"86.0662488408"	"255.442638992"	"1311.25038639"	"13482.2764729"	"25897.1951313"	"0"
"485"	"484"	"47.92"	"33.35"	"68.8049598334"	"311.587745516"	"7065.01338886"	"72642.4676642"	"139534.01443"	"0"
"486"	"485"	"0.39"	"9.45"	"53.3473094812"	"287.608580672"	"12217.5635063"	"125620.987971"	"241296.879249"	"0"
"487"	"486"	"35.83"	"127.14"	"88.8677161796"	"160.775349994"	"377.427940133"	"3880.71408045"	"7454.20181763"	"0"
"488"	"487"	"32.75"	"-97.34"	"57.3666629876"	"35.4565969591"	"10877.7790041"	"111845.323721"	"214836.135332"	"0"
"489"	"488"	"35.56"	"45.43"	"69.3818942511"	"294.50882734"	"6872.7019163"	"70665.1211034"	"135735.862847"	"0"
"490"	"489"	"-23.53"	"-46.78"	"35.5440562849"	"335.619089932"	"18151.9812384"	"186638.671093"	"358501.629458"	"1"
"491"	"490"	"6.92"	"122.08"	"79.2270896631"	"186.853353174"	"3590.9701123"	"36922.3546947"	"70921.659718"	"0"
"492"	"491"	"19.54"	"-99.19"	"54.0071315214"	"44.4017118488"	"11997.6228262"	"123359.557899"	"236953.050818"	"0"
"493"	"492"	"26.76"	"83.36"	"77.5648044542"	"263.779627148"	"4145.06518192"	"42619.5602005"	"81865.0373429"	"0"
"494"	"493"	"22.16"	"-100.98"	"55.0426600313"	"44.2351330864"	"11652.4466562"	"119810.456519"	"230135.82146"	"0"
"495"	"494"	"37.4"	"-5.98"	"59.4384195263"	"323.630730868"	"10187.1934912"	"104744.723477"	"201197.071452"	"0"
"496"	"495"	"27.83"	"113.15"	"84.8802148331"	"226.848605846"	"1706.59505562"	"17547.2103619"	"33705.2523486"	"0"
"497"	"496"	"45.8"	"15.97"	"65.167831126"	"317.083113155"	"8277.38962465"	"85108.1201207"	"163478.445087"	"0"
"498"	"497"	"30.22"	"115.1"	"85.8552910617"	"227.992205376"	"1381.56964608"	"14205.299101"	"27286.0005102"	"0"
"499"	"498"	"-33.61"	"-70.57"	"34.6947069724"	"72.5720589237"	"18435.0976759"	"189549.674303"	"364093.179098"	"1"
"500"	"499"	"24.8"	"113.58"	"84.1411016307"	"219.405428789"	"1952.96612311"	"20080.3976778"	"38571.0809315"	"0"
"501"	"500"	"-25.97"	"32.46"	"53.8311993951"	"251.08908329"	"12056.2668683"	"123962.53594"	"238111.270649"	"0"
"502"	"501"	"25.28"	"110.28"	"83.6786333479"	"228.011947662"	"2107.12221737"	"21665.430639"	"41615.6637931"	"0"
"503"	"502"	"21.88"	"-102.3"	"55.2083983657"	"45.4261306227"	"11597.2005448"	"119242.416001"	"229044.710759"	"0"
"504"	"503"	"34.98"	"138.39"	"86.3775327766"	"108.049878569"	"1207.48907447"	"12415.4026637"	"23847.9092208"	"0"
"505"	"504"	"32.12"	"20.07"	"62.9907016374"	"304.349654938"	"9003.09945421"	"92569.8685881"	"177811.214221"	"0"
"506"	"505"	"42.01"	"121.65"	"88.5627776413"	"314.82693464"	"479.074119552"	"4925.84009723"	"9461.71386115"	"0"
"507"	"506"	"-7.12"	"-34.86"	"42.0906277274"	"326.284101274"	"15969.7907575"	"164201.388569"	"315403.367461"	"1"
"508"	"507"	"4.6"	"101.07"	"76.299476569"	"219.330789754"	"4566.84114366"	"46956.2606391"	"90195.1125873"	"0"
"509"	"508"	"-19.91"	"-44.1"	"36.971903671"	"332.544549266"	"17676.0321097"	"181744.962151"	"349101.634166"	"1"
"510"	"509"	"38.57"	"68.78"	"75.4402018975"	"288.225932879"	"4853.26603416"	"49901.2813632"	"95852.0041746"	"0"
"511"	"510"	"21.2"	"110.38"	"82.598905483"	"220.911805078"	"2467.03150567"	"25366.0179413"	"48723.8722371"	"0"
"512"	"511"	"37.07"	"114.49"	"86.9690886675"	"260.987226953"	"1010.3037775"	"10387.9434402"	"19953.4996056"	"0"
"513"	"512"	"34.67"	"133.92"	"87.3807505102"	"121.319293822"	"873.083163254"	"8977.04108457"	"17243.3924743"	"0"
"514"	"513"	"-7.78"	"110.37"	"73.6693052189"	"200.407233546"	"5443.56492704"	"55970.7345798"	"107510.407309"	"0"
"515"	"514"	"21.21"	"81.38"	"76.0531393426"	"257.991259765"	"4648.95355248"	"47800.5404266"	"91816.8326615"	"0"
"516"	"515"	"29.4"	"104.78"	"83.4019083814"	"247.201858162"	"2199.36387287"	"22613.8593408"	"43437.4364892"	"0"
"517"	"516"	"44.58"	"129.6"	"87.9217170788"	"26.0595513019"	"692.760973722"	"7122.96833181"	"13682.029231"	"0"
"518"	"517"	"35.7"	"-0.62"	"59.852238251"	"319.170891159"	"10049.2539163"	"103326.428768"	"198472.764847"	"0"
"519"	"518"	"6.44"	"7.51"	"54.2605351726"	"293.65410425"	"11913.1549425"	"122491.059119"	"235284.810114"	"0"
"520"	"519"	"-23.65"	"-46.53"	"35.5338418964"	"334.727459796"	"18155.3860345"	"186673.679207"	"358568.874182"	"1"
"521"	"520"	"6.93"	"79.85"	"72.5753674722"	"244.417823816"	"5808.21084261"	"59720.0238837"	"114712.164142"	"0"
"522"	"521"	"19.44"	"-98.96"	"53.9382109517"	"44.2758635442"	"12020.5963494"	"123595.771665"	"237406.777901"	"0"
"523"	"522"	"22.38"	"114.19"	"83.5391357103"	"214.009346057"	"2153.62142991"	"22143.5355423"	"42534.0232407"	"0"
"524"	"523"	"35.11"	"-90.01"	"57.037606175"	"28.9413770107"	"10987.4646083"	"112973.111103"	"217002.426015"	"0"
"525"	"524"	"32.8"	"130.71"	"87.5263130636"	"145.824858154"	"824.56231214"	"8478.14969343"	"16285.1056648"	"0"
"526"	"525"	"-23.2"	"-45.88"	"35.74694956"	"333.405395407"	"18084.3501467"	"185943.288208"	"357165.915397"	"1"
"527"	"526"	"36.8"	"118.06"	"87.8403378103"	"252.133973781"	"719.887396567"	"7401.8822115"	"14217.7760822"	"0"
"528"	"527"	"16.85"	"-99.92"	"53.4132407152"	"46.6543115648"	"12195.5864283"	"125395.019655"	"240862.831958"	"0"
"529"	"528"	"27.85"	"112.9"	"84.8377986664"	"227.533243148"	"1720.73377787"	"17692.584704"	"33984.4921129"	"0"
"530"	"529"	"46.82"	"-71.23"	"59.0416958996"	"11.5497078155"	"10319.4347001"	"106104.427587"	"203808.835328"	"0"
"531"	"530"	"14.33"	"120.93"	"81.6345912606"	"191.102397289"	"2788.46957982"	"28671.0442197"	"55072.2742014"	"0"
"532"	"531"	"11.08"	"7.71"	"55.396496149"	"296.930809926"	"11534.5012837"	"118597.742199"	"227806.400352"	"0"
"533"	"532"	"32.02"	"120.82"	"87.3013135561"	"211.267874037"	"899.562147975"	"9249.29800548"	"17766.3524225"	"0"
"534"	"533"	"35.2"	"-80.83"	"56.0426121137"	"21.9424122948"	"11319.1292954"	"116383.287416"	"223552.803585"	"0"
"535"	"534"	"-4.77"	"11.87"	"52.8185638762"	"281.758213657"	"12393.8120413"	"127433.175408"	"244777.787815"	"0"
"536"	"535"	"27"	"111.2"	"84.2935232862"	"229.605987066"	"1902.15890461"	"19557.9978572"	"37567.638366"	"0"
"537"	"536"	"20.59"	"-100.4"	"54.5123922469"	"44.7327719416"	"11829.2025844"	"121627.860972"	"233626.751041"	"0"
"538"	"537"	"43.26"	"-79.85"	"58.4782719331"	"18.4077332401"	"10507.242689"	"108035.469328"	"207518.043107"	"0"
"539"	"538"	"33.72"	"73.06"	"75.9321222708"	"279.748434615"	"4689.29257641"	"48215.3062707"	"92613.5283842"	"0"
"540"	"539"	"41.18"	"122.05"	"88.8148814029"	"308.151175524"	"395.039532363"	"4061.79647176"	"7802.03076417"	"0"
"541"	"540"	"25.42"	"-101"	"55.9307204698"	"42.3000708899"	"11356.4265101"	"116766.777377"	"224289.423574"	"0"
"542"	"541"	"37.35"	"126.86"	"89.3660626689"	"152.658309086"	"211.312443686"	"2172.71454598"	"4173.4207628"	"0"
"543"	"542"	"22.79"	"86.2"	"77.574357824"	"255.958201347"	"4141.88072532"	"42586.8176177"	"81802.1443251"	"0"
"544"	"543"	"41.65"	"-0.89"	"61.3582295199"	"323.055424336"	"9547.25682669"	"98164.8946921"	"188558.322327"	"0"
"545"	"544"	"21.17"	"-86.83"	"52.4709221243"	"32.9357551185"	"12509.6926252"	"128624.659573"	"247066.429349"	"0"
"546"	"545"	"40.13"	"124.4"	"89.4959852216"	"316.423486512"	"168.004926136"	"1727.42665053"	"3318.09729118"	"0"
"547"	"546"	"50.12"	"8.68"	"64.9385632505"	"323.795677358"	"8353.81224982"	"85893.8975526"	"164987.791934"	"0"
"548"	"547"	"38.12"	"13.36"	"62.9709326049"	"312.577682295"	"9009.68913169"	"92637.6236521"	"177941.360351"	"0"
"549"	"548"	"20.05"	"110.32"	"82.2648480715"	"219.438344261"	"2578.38397616"	"26510.9440429"	"50923.0835292"	"0"
"550"	"549"	"12.79"	"45.03"	"65.0327652287"	"274.337935721"	"8322.41159045"	"85571.035973"	"164367.628911"	"0"
"551"	"550"	"20.95"	"77.76"	"75.0818056139"	"260.518735421"	"4972.73146205"	"51129.6248928"	"98211.4463755"	"0"
"552"	"551"	"49.88"	"-97.17"	"62.1851772826"	"26.222591228"	"9271.60757248"	"95330.6690603"	"183114.249557"	"0"
"553"	"552"	"35.58"	"139.38"	"86.2111680282"	"103.509741803"	"1262.94399061"	"12985.5901114"	"24943.1438145"	"0"
"554"	"553"	"24.52"	"117.67"	"84.6452123623"	"207.591360565"	"1784.92921256"	"18352.6421635"	"35252.3519481"	"0"
"555"	"554"	"31.53"	"34.44"	"66.0847753158"	"296.15883592"	"7971.74156139"	"81965.4467342"	"157441.895837"	"0"
"556"	"555"	"20.47"	"85.88"	"77.0357976697"	"253.21194899"	"4321.40077675"	"44432.6427866"	"85347.6653408"	"0"
"557"	"556"	"31.85"	"-106.44"	"58.6013312167"	"42.2948609227"	"10466.2229278"	"107613.704143"	"206707.902823"	"0"
"558"	"557"	"45.03"	"38.98"	"69.4692565792"	"306.623340098"	"6843.58114026"	"70365.7012842"	"135160.72752"	"0"
"559"	"558"	"1.55"	"110.34"	"76.6395121789"	"204.400990539"	"4453.49594035"	"45790.8452587"	"87956.544822"	"0"
"560"	"559"	"51.11"	"17.03"	"66.4800095839"	"320.896456556"	"7839.99680538"	"80610.8471529"	"154839.936906"	"0"
"561"	"560"	"15.33"	"38.94"	"63.9832232095"	"280.107657847"	"8672.25893018"	"89168.1663201"	"171277.113871"	"0"
"562"	"561"	"32.22"	"119.43"	"87.1507047733"	"218.919727359"	"949.765075581"	"9765.48450712"	"18757.8602427"	"0"
"563"	"562"	"39.3"	"-76.61"	"56.9678472855"	"17.351277012"	"11010.7175715"	"113212.19807"	"217461.672037"	"0"
"564"	"563"	"-26.15"	"28.33"	"52.7787097404"	"253.175294393"	"12407.0967532"	"127569.768817"	"245040.160876"	"0"
"565"	"564"	"36.81"	"34.63"	"67.121304042"	"300.701715336"	"7626.23198599"	"78412.91728"	"150618.081723"	"0"
"566"	"565"	"56.85"	"53.23"	"73.6242488466"	"316.353747634"	"5458.58371781"	"56125.1577865"	"107807.028427"	"0"
"567"	"566"	"33.39"	"120.12"	"87.5799410984"	"220.544740868"	"806.686300545"	"8294.3485422"	"15932.0544358"	"0"
"568"	"567"	"29.07"	"-110.97"	"58.7089187204"	"47.0879269748"	"10430.3604265"	"107244.965906"	"205999.618424"	"0"
"569"	"568"	"22.44"	"114.02"	"83.5319754176"	"214.512195237"	"2156.00819412"	"22168.0762519"	"42581.1618338"	"0"
"570"	"569"	"-18.9"	"-48.28"	"36.8911637534"	"343.941438359"	"17702.9454155"	"182021.684763"	"349633.171957"	"1"
"571"	"570"	"54.33"	"48.4"	"72.5363525028"	"314.058818144"	"5821.21583242"	"59853.7411889"	"114969.01269"	"0"
"572"	"571"	"7.69"	"-5.03"	"51.7232752993"	"304.297565889"	"12758.9082336"	"131187.094457"	"251988.437613"	"0"
"573"	"572"	"19.48"	"-70.69"	"50.1421239087"	"17.8619310575"	"13285.9586971"	"136606.227324"	"262397.684268"	"0"
"574"	"573"	"32.65"	"-115.47"	"60.4575583087"	"47.5863653545"	"9847.48056377"	"101251.795157"	"194487.741135"	"0"
"575"	"574"	"20.86"	"106.68"	"81.8374038468"	"227.52252131"	"2720.86538441"	"27975.9378825"	"53737.0913421"	"0"
"576"	"575"	"37.39"	"126.92"	"89.3705315545"	"150.818884501"	"209.82281518"	"2157.39818568"	"4144.00059981"	"0"
"577"	"576"	"6.1"	"125.25"	"79.0095395547"	"180.936398548"	"3663.48681511"	"37667.971433"	"72353.8645984"	"0"
"578"	"577"	"19.72"	"-101.18"	"54.4213365912"	"45.8841765159"	"11859.5544696"	"121939.939057"	"234226.200775"	"0"
"579"	"578"	"7.77"	"4.56"	"53.8825693985"	"296.812793995"	"12039.1435338"	"123786.473815"	"237773.084793"	"0"
"580"	"579"	"36.64"	"127.5"	"89.0768444797"	"149.734478586"	"307.718506754"	"3163.96168645"	"6077.44050839"	"0"
"581"	"580"	"9.93"	"8.89"	"55.4006795327"	"295.249258399"	"11533.1068224"	"118583.404348"	"227778.859743"	"0"
"582"	"581"	"24.23"	"55.74"	"69.9957887311"	"278.134023541"	"6668.07042298"	"68561.1000891"	"131694.390854"	"0"
"583"	"582"	"-23.49"	"-47.47"	"35.4858571967"	"337.744233073"	"18171.3809344"	"186838.138768"	"358884.773455"	"1"
"584"	"583"	"28.03"	"73.32"	"75.1735024179"	"272.13238999"	"4942.16586071"	"50815.3493798"	"97607.775749"	"0"
"585"	"584"	"32.49"	"119.9"	"87.3002172496"	"217.728907177"	"899.927583472"	"9253.05541326"	"17773.5697736"	"0"
"586"	"585"	"14.59"	"121.18"	"81.7325361164"	"190.627947843"	"2755.82129453"	"28335.3545503"	"54427.4705669"	"0"
"587"	"586"	"24.45"	"118.08"	"84.6717663117"	"206.245656033"	"1776.07789609"	"18261.6329276"	"35077.5384477"	"0"
"588"	"587"	"-17.38"	"-66.17"	"37.9697616751"	"28.9864463093"	"17343.412775"	"178324.970152"	"342532.402306"	"1"
"589"	"588"	"24.8"	"-107.39"	"56.9333222089"	"47.3700439249"	"11022.2259304"	"113330.527016"	"217688.962125"	"0"
"590"	"589"	"40.67"	"122.28"	"88.9562921354"	"302.430390667"	"347.902621543"	"3577.13475471"	"6871.07677548"	"0"
"591"	"590"	"31.59"	"130.56"	"87.1927182624"	"150.868183578"	"935.760579211"	"9621.49027544"	"18481.2714394"	"0"
"592"	"591"	"43.17"	"124.33"	"88.5771670274"	"345.813065444"	"474.277657542"	"4876.52287485"	"9366.98373646"	"0"
"593"	"592"	"37.53"	"45"	"69.6031083305"	"296.656473671"	"6798.96388983"	"69906.9467152"	"134279.536824"	"0"
"594"	"593"	"37.88"	"114.65"	"87.0735152888"	"265.871478449"	"975.494903719"	"10030.0386"	"19266.0243485"	"0"
"595"	"594"	"37.92"	"40.23"	"68.575654098"	"299.147622805"	"7141.448634"	"73428.3748547"	"141043.610521"	"0"
"596"	"595"	"57.62"	"39.87"	"71.3785192865"	"319.784642348"	"6207.16023784"	"63822.0215655"	"122591.414697"	"0"
"597"	"596"	"14.64"	"-90.6"	"51.143104257"	"39.8580118857"	"12952.298581"	"133175.53401"	"255807.896975"	"0"
"598"	"597"	"-3.33"	"114.59"	"75.4530543827"	"196.286926316"	"4848.98187242"	"49857.2316123"	"95767.3919804"	"0"
"599"	"598"	"47.03"	"28.83"	"67.7805000593"	"312.504554832"	"7406.49998024"	"76153.6327968"	"146278.37461"	"0"
"600"	"599"	"11.59"	"43.15"	"64.302866203"	"274.513843723"	"8565.71126568"	"88072.6432337"	"169172.797497"	"0"
"601"	"600"	"47.62"	"-122.35"	"65.2056407464"	"40.512150116"	"8264.78641786"	"84978.5339485"	"163229.531753"	"0"
"602"	"601"	"48.79"	"9.19"	"64.7080020488"	"322.572905065"	"8430.66598373"	"86684.1076447"	"166505.653179"	"0"
"603"	"602"	"48.42"	"135.12"	"86.1498186001"	"32.6383976099"	"1283.39379998"	"13195.8550514"	"25347.0275497"	"0"
"604"	"603"	"51.93"	"4.48"	"64.7520369668"	"327.053102517"	"8415.98767772"	"86533.1853023"	"166215.756635"	"0"
